,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
851,Antrophic,200.86316,0.44008,-104.42562,-0.90454,230.67501,-120.64596,Q3,0.10750,0.34938,12.98249,2.48555,True,952.10301
852,OpenAI,199.07501,0.53271,-97.71721,-0.88433,228.86329,-119.12852,Q4,-1.08176,1.40388,9.93553,-5.54428,True,946.51646
853,Mistral,200.99654,0.91335,-101.51451,-0.88456,230.79395,-123.88395,Q2,1.98019,0.92146,8.91869,-0.88319,True,954.22544
854,OpenAI,198.46715,-0.21369,-99.05638,-0.89565,228.29866,-117.60882,Boom!,-0.90975,0.22386,12.92657,-1.05501,True,942.80757
855,Antrophic,200.00370,-0.15833,-100.69903,-0.90481,229.82853,-121.45753,Q3,-0.03649,0.58113,11.34896,-7.32414,True,949.66899
856,Mistral,199.28765,-1.09062,-98.47971,-0.89452,229.07579,-120.30054,Q4,-0.60904,1.22676,13.10884,3.10899,True,947.19842
857,Mistral,201.21395,-0.08066,-96.77239,-0.87896,231.00685,-120.47528,Q2,-1.63297,0.19829,13.80123,-3.60932,True,957.68356
858,OpenAI,198.84302,-0.21183,-99.12685,-0.88937,228.66142,-122.02466,Boom!,2.77897,-3.10816,10.52172,-1.59978,True,944.65169
859,OpenAI,198.04148,-0.00924,-98.57167,-0.88261,227.83290,-118.63069,Boom!,-0.88207,0.53902,11.85066,1.21223,True,940.92156
860,Antrophic,200.25404,-0.29976,-94.21190,-0.90557,230.07285,-121.75790,Q3,-0.08875,-0.33120,13.97517,-2.34291,True,954.16427
861,Mistral,201.54625,0.56091,-101.83870,-0.89356,231.35026,-122.88908,Q2,-0.89431,-1.11692,7.17348,-1.03696,True,956.81190
862,Antrophic,199.32138,0.15366,-102.73480,-0.88837,229.10331,-118.74630,Q4,-0.88088,0.44205,7.57676,-3.89703,True,945.23951
863,Antrophic,197.45261,0.77556,-98.47941,-0.88768,227.24238,-117.13697,Boom!,0.45187,-0.03027,10.73467,-0.72193,True,938.02334
864,OpenAI,199.06887,-0.26484,-91.23362,-0.88620,228.86918,-121.05715,Q4,1.24573,-1.98629,8.51204,0.54667,True,949.72754
865,Antrophic,199.29347,0.39976,-106.38818,-0.89852,229.09605,-116.57991,Q4,-0.18178,-0.20605,11.58966,3.59560,True,943.27327
866,OpenAI,200.47078,0.64802,-96.46527,-0.88977,230.28281,-121.72811,Q3,-1.76426,1.40527,12.63566,-10.16105,True,954.12129
867,OpenAI,199.67202,-0.30436,-96.68473,-0.88366,229.45634,-119.83110,Q4,0.33885,0.60541,10.65815,-1.70741,True,950.01772
868,Mistral,200.21548,-0.06760,-100.53911,-0.88620,230.02112,-118.87888,Q3,0.57179,0.17924,11.65962,-3.60927,True,950.80786
869,Mistral,200.55941,-0.68472,-98.22644,-0.88122,230.36045,-120.57426,Q3,0.06126,-2.72660,13.09069,0.88516,True,953.68384
870,Mistral,200.25579,0.67972,-104.91601,-0.88005,230.04627,-122.05411,Q3,-0.41940,1.97864,7.87531,3.60632,True,948.82094
871,OpenAI,199.78970,0.44860,-102.32202,-0.88669,229.59965,-120.96210,Q4,2.43394,-1.98079,9.53581,-4.56173,True,947.78749
872,Antrophic,200.43452,1.44113,-105.15886,-0.88892,230.21635,-124.44393,Q3,-0.63735,0.60568,16.40207,-0.56602,True,949.59319
873,Mistral,200.69713,0.63552,-101.39805,-0.87977,230.48377,-121.55909,Q3,0.86206,-0.99672,12.05959,2.97028,True,952.78662
874,Mistral,200.71869,0.42870,-100.55102,-0.89096,230.52273,-121.53635,Q3,-0.32857,1.49267,8.97640,0.00844,True,953.31793
875,Antrophic,199.30328,-0.46660,-103.26787,-0.90107,229.11053,-122.76922,Q4,0.54316,0.33082,16.08865,0.36830,True,944.88246
876,Antrophic,201.72045,0.70196,-98.77091,-0.88686,231.51430,-122.44851,Q2,0.99499,1.20511,9.30410,4.82636,True,959.21680
877,Antrophic,200.25829,0.36993,-100.11523,-0.89467,230.04596,-121.27770,Q3,-0.50303,1.00410,10.32880,3.06316,True,951.23386
878,OpenAI,201.51628,-0.54391,-102.42954,-0.88127,231.30115,-121.09948,Q2,-0.00388,-0.10565,9.70471,-3.96645,True,956.36666
879,Mistral,199.16822,0.17682,-98.76171,-0.87567,228.95385,-117.85475,Q4,1.42502,-0.38462,7.31860,2.76389,True,946.46023
880,Mistral,200.58327,0.10146,-102.75048,-0.88920,230.36341,-121.12806,Q3,1.04086,0.43548,9.18229,-1.53140,True,951.54110
881,Antrophic,198.41139,-0.49499,-97.78336,-0.88380,228.17643,-118.65578,Boom!,-0.47838,0.66170,14.57960,-0.12497,True,943.16528
882,OpenAI,200.34615,0.03598,-101.90035,-0.89247,230.17080,-119.85211,Q3,1.25403,-1.81147,12.64313,-3.35548,True,950.78059
883,OpenAI,200.88163,0.06976,-94.45893,-0.88690,230.67865,-122.63605,Q3,2.93331,-0.20606,13.25775,-1.89607,True,957.17871
884,Mistral,198.46290,-0.10909,-94.90971,-0.87614,228.25642,-119.19371,Boom!,-2.09851,-0.72133,12.05941,-0.98377,True,944.85966
885,Mistral,199.32115,0.46420,-98.70370,-0.89387,229.12585,-122.51003,Q4,-0.94031,-0.13335,12.70714,-4.59397,True,947.25388
886,Antrophic,199.74442,0.62418,-100.44982,-0.90005,229.55066,-120.42089,Q4,-0.39679,0.14922,7.94269,7.06008,True,948.49718
887,OpenAI,199.59783,-0.63742,-104.11393,-0.89050,229.41953,-120.36111,Q4,0.66742,-2.34727,7.41656,1.74949,True,945.93221
888,OpenAI,199.80754,-0.19924,-98.29951,-0.88639,229.60192,-120.16896,Q4,0.04548,-0.40275,6.72476,-0.29134,True,949.88794
889,Mistral,198.87417,-0.17361,-96.13946,-0.88482,228.67961,-118.98344,Boom!,0.55746,2.29442,11.57925,-3.14401,True,946.30114
890,Antrophic,200.76100,0.11761,-100.98586,-0.91043,230.59383,-121.36348,Q3,-1.29622,0.46310,14.20173,0.62076,True,953.31205
891,Antrophic,199.91724,0.55797,-103.17860,-0.88804,229.68162,-117.72305,Q4,0.04718,-0.48578,10.24913,5.55698,True,947.99689
892,OpenAI,198.65648,-0.99647,-104.36536,-0.89287,228.48359,-118.87551,Boom!,2.38530,-1.09860,10.02164,-5.50151,True,941.09973
893,OpenAI,199.94374,0.17521,-101.04913,-0.89074,229.75512,-120.86518,Q4,2.49709,-0.25742,9.22529,-3.59512,True,949.19412
894,OpenAI,201.01093,1.17157,-101.20631,-0.88060,230.80225,-121.88613,Q2,2.43950,-1.44162,12.88411,-1.66607,True,954.45148
895,OpenAI,198.83348,-0.78413,-103.25148,-0.89210,228.66172,-122.03105,Boom!,-0.35686,-0.11683,8.89671,-4.79653,True,942.54164
896,OpenAI,199.34542,-0.74244,-100.62713,-0.88518,229.14664,-121.07465,Q4,0.81156,0.36446,10.52708,2.02064,True,946.41351
897,Mistral,199.00297,-0.20520,-93.96275,-0.87739,228.78687,-118.44215,Boom!,-3.08420,-0.88268,9.74193,-3.50243,True,948.03346
898,Antrophic,201.16986,0.55933,-99.98227,-0.90392,230.98006,-120.25920,Q2,0.29809,0.63843,7.13373,2.26846,True,955.85818
899,OpenAI,198.91281,0.05518,-100.33906,-0.88427,228.70327,-118.81693,Boom!,-1.44645,1.23096,11.98137,-7.90290,True,944.39451
900,Mistral,199.35391,-1.71950,-101.34507,-0.89127,229.13568,-117.76548,Q4,-0.72000,-2.89063,13.97179,-0.99741,True,946.09704
901,OpenAI,201.53959,1.03035,-103.39936,-0.88911,231.35257,-119.25436,Q2,2.39642,-2.17254,6.71198,-2.80102,True,955.99829
902,Mistral,200.51660,-0.83064,-98.74617,-0.87668,230.30294,-120.47862,Q3,-1.33430,-2.02769,11.95134,0.69482,True,953.20989
903,OpenAI,200.43337,-0.54947,-96.59933,-0.88178,230.22490,-123.49246,Q3,-0.04815,-0.80803,5.60146,-1.47705,True,953.86716
904,Mistral,200.28905,-0.85523,-101.79648,-0.88356,230.07763,-122.31542,Q3,-1.32400,-0.02981,5.97703,4.60699,True,950.54701
905,OpenAI,201.35820,0.48350,-101.03843,-0.89356,231.17911,-124.87032,Q2,-0.29157,0.76572,9.32023,-1.84548,True,956.27180
906,Antrophic,199.08615,-0.06886,-100.19047,-0.89143,228.87275,-121.86639,Q4,0.06443,1.56862,11.42721,2.90219,True,945.33553
907,OpenAI,201.26939,0.70477,-98.75330,-0.89304,231.09342,-121.63763,Q2,0.69485,0.04097,6.11125,-1.09445,True,956.97029
908,OpenAI,198.85259,0.02067,-97.70907,-0.88937,228.66719,-118.21201,Boom!,-0.17026,-0.37603,13.13738,-0.88892,True,945.40840
909,OpenAI,200.82107,0.17323,-101.92382,-0.88896,230.62469,-122.04429,Q3,-0.98173,0.41455,11.84095,-5.48162,True,953.14343
910,OpenAI,199.91479,0.73083,-101.95335,-0.88265,229.70224,-120.41699,Q4,-0.61862,-0.71163,10.16604,-4.77083,True,948.59726
911,Mistral,201.85550,1.32724,-105.31425,-0.88446,231.64011,-125.09255,Q2,-0.35641,1.90015,11.66783,0.67664,True,956.62036
912,OpenAI,200.25149,-1.21126,-101.19961,-0.88577,230.05948,-117.95205,Q3,0.51403,-1.57069,9.24537,-5.78264,True,950.65762
913,Antrophic,199.56958,-0.15396,-94.15332,-0.88695,229.33560,-120.99373,Q4,-0.40973,-1.00241,9.70381,3.92752,True,950.77122
914,Mistral,199.78465,-0.99300,-99.74685,-0.87699,229.57198,-121.85972,Q4,1.78714,0.85577,5.90315,3.73131,True,949.04980
915,Mistral,199.83948,-0.28525,-104.92471,-0.88541,229.63602,-119.55417,Q4,-0.82482,-1.67284,11.82108,-2.77229,True,946.73505
916,Antrophic,198.30264,0.34295,-100.24214,-0.88989,228.07669,-115.57979,Boom!,0.39566,-0.58408,7.44281,-1.16930,True,941.39214
917,Antrophic,197.56597,-1.32321,-90.92848,-0.90111,227.37095,-120.72854,Boom!,-0.26904,-0.19041,12.94351,7.02012,True,942.36558
918,OpenAI,200.74054,-0.54437,-102.89436,-0.89051,230.55216,-120.40371,Q3,1.11531,-2.07986,10.77525,-3.36201,True,952.25553
919,Mistral,199.69385,-0.58363,-102.30639,-0.88184,229.49608,-121.99176,Q4,-0.47581,1.18677,16.13530,0.45918,True,947.31604
920,Mistral,199.21986,-0.01375,-97.53261,-0.88911,229.00854,-119.93518,Q4,-0.33687,0.40056,11.89434,-2.25803,True,947.33300
921,Mistral,199.93411,-0.08434,-97.42795,-0.89768,229.73409,-121.62439,Q4,-0.84137,-0.44015,13.42443,-2.40134,True,950.95659
922,OpenAI,200.32049,0.16975,-97.99329,-0.88444,230.11593,-120.52710,Q3,-1.56171,-0.61787,8.22768,-1.55474,True,952.60581
923,Antrophic,199.88678,-0.07630,-100.62381,-0.88834,229.68452,-123.00130,Q4,-0.50629,-0.35521,8.08327,-0.86922,True,949.12200
924,OpenAI,199.73525,1.13676,-103.89309,-0.88863,229.55237,-123.17761,Q4,0.35527,-2.02449,16.29646,-0.69129,True,946.72972
925,OpenAI,200.98169,1.40258,-100.43678,-0.87982,230.76797,-119.95055,Q3,-0.36542,-0.17878,13.99936,-4.23431,True,954.69007
926,OpenAI,198.06425,-1.46869,-95.45087,-0.89121,227.89073,-118.08412,Boom!,-1.62245,0.49818,9.44222,4.54823,True,942.59582
927,OpenAI,198.47095,-0.66527,-96.50872,-0.88476,228.26824,-116.81327,Boom!,-1.97876,1.56289,11.84763,-1.47514,True,944.10038
928,Antrophic,198.50814,0.24775,-97.66481,-0.88655,228.27077,-119.48953,Boom!,2.12861,-0.59081,8.86778,4.39971,True,943.70828
929,Mistral,199.49809,1.31361,-98.05931,-0.88688,229.30248,-119.81059,Q4,0.50427,-0.69296,8.35642,-0.25470,True,948.46079
930,OpenAI,199.75505,-0.77140,-100.92177,-0.88642,229.55670,-118.25069,Q4,-0.41987,0.20675,8.61973,-5.90805,True,948.31435
931,OpenAI,201.68900,0.14797,-104.34347,-0.88524,231.49520,-125.10650,Q2,-1.48092,1.76006,11.98845,-2.77951,True,956.27327
932,Antrophic,200.23755,-0.15742,-98.16652,-0.88274,229.99634,-121.86562,Q3,0.06473,0.66325,11.92784,7.33880,True,952.10449
933,Antrophic,200.97875,-0.06321,-100.20779,-0.87979,230.73853,-120.20406,Q3,-0.36787,0.26851,10.28699,2.92586,True,954.78987
934,Mistral,199.71780,-1.63588,-98.27336,-0.88193,229.52045,-120.15893,Q4,-0.74470,-2.04313,15.79384,-0.03628,True,949.45233
935,OpenAI,199.97731,-1.47500,-99.86610,-0.88818,229.78118,-118.54317,Q4,-0.37962,1.11245,15.05945,-1.38064,True,949.95349
936,OpenAI,200.40096,-1.18326,-100.80187,-0.89519,230.22717,-123.87387,Q3,1.59532,-0.64412,12.90378,-2.56422,True,951.60387
937,Mistral,200.06328,-1.18747,-96.31199,-0.89534,229.86026,-122.40919,Q3,1.69239,1.28403,11.71517,-1.89437,True,952.16040
938,OpenAI,200.18508,-0.30921,-100.38327,-0.88067,229.96640,-121.39068,Q3,-0.97358,0.45300,6.41674,0.53465,True,950.73375
939,OpenAI,197.69196,-0.87970,-92.39141,-0.88881,227.50053,-117.52143,Boom!,0.23636,-1.40114,8.72812,-5.74124,True,942.26408
940,OpenAI,199.51877,0.33714,-98.98607,-0.87837,229.29816,-123.65138,Q4,0.86532,0.24977,12.11549,-4.56618,True,948.10084
941,Antrophic,200.66007,-0.54047,-97.94747,-0.89108,230.45209,-119.07286,Q3,0.13674,-0.57720,8.61566,-3.31819,True,954.32660
942,OpenAI,200.41609,-0.69887,-102.10343,-0.88100,230.20779,-123.06722,Q3,1.40339,0.81543,6.48685,-0.23819,True,951.02873
943,Antrophic,200.55249,0.42936,-97.09421,-0.90274,230.36486,-120.77585,Q3,-0.13285,0.01475,9.92546,2.96458,True,954.21537
944,Antrophic,199.99059,0.90167,-102.62629,-0.89129,229.78130,-121.75040,Q4,-0.16409,-0.65676,9.47600,4.15673,True,948.63983
945,Antrophic,199.82441,0.44031,-101.81505,-0.88679,229.61852,-119.21655,Q4,-0.04333,0.09650,14.46759,3.40129,True,948.21453
946,Mistral,200.49396,0.14568,-101.06961,-0.89210,230.28881,-120.86079,Q3,1.41178,0.29506,7.38257,-4.33492,True,951.93501
947,OpenAI,198.76258,0.23699,-101.23103,-0.88404,228.55804,-116.08095,Boom!,0.08215,-0.94683,11.55348,3.67953,True,943.19740
948,Mistral,202.33736,-1.52592,-105.13029,-0.87801,232.13723,-125.27497,Q1,0.51297,2.00882,12.51257,-0.20141,True,959.12166
949,Antrophic,198.59095,-0.53339,-101.85122,-0.89557,228.41389,-119.73719,Boom!,0.45901,1.52380,10.12524,1.91397,True,942.02914
950,Antrophic,200.17367,0.41489,-104.65226,-0.88943,229.94008,-119.43556,Q3,0.95850,-0.10261,11.93803,-0.29930,True,948.54223
951,Mistral,199.04038,-0.19428,-100.13630,-0.89391,228.83053,-120.08358,Q4,1.71938,0.54323,11.49918,0.41551,True,945.13376
952,Antrophic,200.37115,0.14955,-101.24942,-0.89704,230.16813,-122.54892,Q3,0.44623,0.32066,9.54367,2.47930,True,951.23105
953,OpenAI,200.04853,0.75283,-100.70643,-0.89269,229.87287,-120.28429,Q3,-0.88860,-2.46224,10.99747,-2.29661,True,949.88943
954,OpenAI,200.29720,0.73962,-101.11292,-0.88847,230.11374,-121.32459,Q3,1.32226,0.05024,11.63557,-4.14379,True,950.92953
955,Antrophic,199.55982,-0.14690,-101.58737,-0.90585,229.38029,-121.73254,Q4,0.80167,0.44355,10.95069,-0.74009,True,947.00540
956,Antrophic,200.78631,-0.39219,-101.02559,-0.89193,230.58428,-121.33116,Q3,0.08776,0.05612,12.38307,-0.01707,True,953.41876
957,Antrophic,198.90913,-0.44161,-94.30617,-0.89755,228.70347,-120.52944,Boom!,-0.10316,0.16772,11.80014,5.21960,True,947.39257
958,Antrophic,199.38601,0.22596,-95.44733,-0.88878,229.17121,-117.71200,Q4,-0.09237,-0.55058,10.75941,0.42109,True,949.20640
959,OpenAI,199.70127,-0.51129,-96.53596,-0.89174,229.52334,-119.25038,Q4,1.16359,-2.10518,14.76921,-2.69178,True,950.23835
960,Antrophic,200.29139,0.60063,-102.26298,-0.89173,230.08438,-121.93211,Q3,-0.88552,0.71541,5.71967,-0.37742,True,950.32545
961,Antrophic,199.77170,0.91535,-96.62739,-0.90167,229.58460,-122.72169,Q4,-1.23759,-0.80836,14.25814,-0.06279,True,950.54481
962,Antrophic,198.99535,0.01097,-94.71401,-0.90198,228.82494,-120.37421,Boom!,-0.03019,-0.21870,8.79423,1.30398,True,947.61976
963,Antrophic,200.09772,0.26203,-98.84483,-0.90045,229.92651,-118.94574,Q3,-0.72661,-0.42711,12.99264,3.74316,True,951.06616
964,Mistral,199.25686,0.41329,-98.71626,-0.88917,229.04231,-119.57793,Q4,-2.94111,-0.07208,15.39086,-2.40111,True,946.92616
965,OpenAI,200.26728,-0.74994,-97.17698,-0.89312,230.09988,-123.28043,Q3,-0.09845,0.09359,9.70146,-2.25720,True,952.74789
966,Mistral,199.11733,-0.74760,-97.46154,-0.87872,228.90908,-118.04818,Q4,-1.55499,-0.85142,13.37701,0.38545,True,946.85587
967,Mistral,199.37639,0.90345,-98.18356,-0.88000,229.17648,-122.15615,Q4,-0.55390,0.25891,12.87339,2.34997,True,947.79015
968,Mistral,201.49315,-1.10404,-103.85720,-0.88151,231.28645,-125.80517,Q2,2.03181,0.69558,14.02550,-0.65212,True,955.53715
969,OpenAI,198.82508,-0.65855,-97.25444,-0.88343,228.61412,-120.58923,Boom!,0.18722,0.89120,9.09296,1.87833,True,945.49820
970,OpenAI,200.33374,0.75897,-99.27514,-0.88249,230.11395,-120.39289,Q3,1.11273,0.87013,10.19635,1.98476,True,952.03114
971,OpenAI,201.14456,-0.85056,-96.84115,-0.88218,230.93699,-123.46831,Q2,-2.99039,1.21288,8.31184,2.31392,True,957.30221
972,Antrophic,200.46618,0.67234,-102.22252,-0.89086,230.23620,-117.71951,Q3,0.53901,0.06091,10.33608,0.43080,True,951.21962
973,Antrophic,200.71966,-0.41346,-99.05447,-0.89255,230.49502,-118.42242,Q3,0.47539,-1.29483,8.99161,-0.28671,True,954.07107
974,Mistral,200.55771,0.13355,-100.43291,-0.87637,230.34574,-120.37101,Q3,0.33957,-0.68108,7.56621,-2.92565,True,952.57208
975,Antrophic,201.02187,1.43531,-101.84844,-0.88753,230.79065,-122.20393,Q2,-1.05782,-0.34240,8.53599,0.56119,True,954.18511
976,OpenAI,200.35189,0.57038,-105.68890,-0.89234,230.17534,-121.01122,Q3,1.20033,-1.54480,12.70008,-6.31195,True,948.91499
977,OpenAI,199.08713,-0.11043,-99.60020,-0.88282,228.88183,-121.18599,Q4,2.26217,0.16569,6.59579,-0.52388,True,945.63555
978,Antrophic,200.05356,0.30897,-100.68183,-0.89162,229.85452,-117.14689,Q3,0.21614,-0.49033,15.79487,6.83828,True,949.92690
979,Mistral,199.16684,-0.42675,-99.18458,-0.88316,228.95952,-116.63640,Q4,-0.26458,-0.85611,14.00330,-3.13065,True,946.24193
980,Mistral,199.91151,0.96788,-97.19595,-0.88482,229.69328,-116.83210,Q4,1.10627,0.78288,8.31398,0.10652,True,950.95959
981,Antrophic,199.22245,0.91518,-107.03911,-0.89832,229.02552,-120.91154,Q4,-0.55100,-0.64550,14.61522,8.91364,True,942.59270
982,Mistral,199.09555,0.00796,-94.71889,-0.87962,228.87926,-119.02838,Q4,-0.01224,-1.51598,11.99789,3.94646,True,948.11833
983,Antrophic,200.85473,0.16784,-98.71880,-0.89401,230.63262,-121.40162,Q3,0.14386,0.79010,13.50191,-2.94844,True,954.91427
984,Antrophic,200.54264,0.50268,-99.41175,-0.88393,230.31421,-119.54500,Q3,0.33051,0.23752,15.67902,5.31124,True,953.00732
985,Antrophic,200.40044,1.09920,-95.95179,-0.89701,230.22956,-120.49547,Q3,-0.47252,-0.24544,10.84113,3.30614,True,954.02629
986,OpenAI,201.11667,0.00039,-101.71909,-0.88341,230.91666,-118.25151,Q2,0.61281,1.58033,13.54458,-2.15267,True,954.72378
987,Antrophic,201.40192,0.11473,-101.92688,-0.90046,231.23217,-119.99995,Q2,0.45937,-1.35952,10.82842,-0.91573,True,956.04615
988,OpenAI,199.29362,-0.44965,-100.59651,-0.88782,229.09541,-118.80229,Q4,-0.05624,-0.49823,10.13040,0.32459,True,946.16987
989,OpenAI,200.05832,-0.06049,-102.46323,-0.89070,229.87702,-124.09713,Q3,-2.75394,-0.19022,11.70093,-1.72184,True,949.06001
990,Mistral,200.47478,1.98998,-100.56734,-0.88615,230.26372,-122.61314,Q3,-1.94385,-1.30093,7.78142,-4.84643,True,952.09022
991,OpenAI,198.64964,-0.01817,-100.22542,-0.89447,228.48190,-119.28221,Boom!,0.77243,1.16427,12.78899,-2.87822,True,943.13548
992,OpenAI,200.08513,0.47450,-97.21319,-0.88930,229.89688,-119.57715,Q3,-1.45056,-0.86198,10.60355,-0.67584,True,951.81907
993,Antrophic,199.60469,-0.44164,-99.34221,-0.90291,229.41491,-120.79474,Q4,-0.50136,1.39225,11.43668,-1.90958,True,948.35235
994,Mistral,199.59706,0.07136,-105.87923,-0.88295,229.40271,-121.92555,Q4,0.61918,1.06738,11.19791,1.72013,True,945.04568
995,Antrophic,200.34721,0.42551,-102.57592,-0.89463,230.13289,-122.00748,Q3,0.45479,0.36505,15.77355,3.43658,True,950.44809
996,Antrophic,200.22802,0.85009,-102.93005,-0.89411,230.00418,-121.05920,Q3,-0.75358,-0.44578,11.51036,4.58161,True,949.67509
997,Mistral,199.99231,0.26325,-102.55469,-0.88167,229.79730,-122.26993,Q4,0.02929,-0.85765,10.10617,0.21053,True,948.68421
998,Antrophic,199.74047,1.05540,-94.89017,-0.90412,229.57319,-119.90539,Q4,-0.14760,-0.04333,8.13794,1.42235,True,951.25727
999,OpenAI,200.32316,-0.80194,-102.28124,-0.88399,230.11478,-123.34839,Q3,-0.01141,0.08990,10.32337,-1.42259,True,950.47521
1000,Antrophic,198.67888,-1.87962,-93.81558,-0.88896,228.47968,-120.50776,Boom!,-0.10302,0.34143,12.22189,1.97811,True,946.48659
1001,Mistral,198.56891,-1.10528,-95.72674,-0.87645,228.36199,-117.01896,Boom!,1.16735,-1.37974,9.88351,4.18379,True,944.98120
1002,Mistral,201.11890,-0.08835,-100.86260,-0.88722,230.90457,-121.57917,Q2,-0.79177,-0.29129,18.98754,1.13137,True,955.16321
1003,Antrophic,202.16166,0.22431,-99.70402,-0.89509,231.95339,-121.37255,Q1,-0.32790,0.34979,12.40463,3.60435,True,960.95628
1004,Antrophic,200.79007,-0.27076,-103.21550,-0.89072,230.58259,-121.18835,Q3,-1.36608,-1.98240,12.12458,0.73818,True,952.34261
1005,Antrophic,199.54521,0.88624,-100.34375,-0.89749,229.37296,-121.06482,Q4,-1.02081,-0.12483,10.19439,1.98134,True,947.55417
1006,Antrophic,199.28603,-0.19285,-100.13145,-0.87998,229.04748,-119.82841,Q4,-0.71996,0.21107,10.63861,4.81353,True,946.36440
1007,OpenAI,201.85525,0.15853,-101.46056,-0.89654,231.68447,-126.09500,Q2,-1.72895,0.43479,14.18899,-6.25442,True,958.54598
1008,Antrophic,201.06486,1.32464,-104.19412,-0.89155,230.87063,-120.44191,Q2,-0.63048,-0.16616,6.53757,0.33401,True,953.22723
1009,OpenAI,201.08971,-0.73669,-99.65809,-0.89262,230.92177,-120.99566,Q2,0.41421,1.84713,9.31420,3.27663,True,955.61951
1010,Mistral,198.86846,0.08109,-98.62546,-0.88016,228.65217,-122.71993,Boom!,-0.42184,2.86394,11.87373,-4.97639,True,945.02959
1011,Mistral,199.41667,-1.38310,-91.06362,-0.88044,229.22117,-120.88729,Q4,-1.82084,-1.69165,10.94191,-0.40697,True,951.55154
1012,OpenAI,200.75888,0.22192,-100.11261,-0.88084,230.54560,-120.01062,Q3,-2.34902,1.60474,11.74810,-0.51253,True,953.73808
1013,OpenAI,202.55464,-0.57303,-101.02427,-0.89526,232.37948,-120.90383,Q1,-1.03689,0.10700,17.58697,-3.48829,True,962.26107
1014,OpenAI,200.59440,0.46139,-100.37623,-0.88259,230.37619,-123.57901,Q3,0.13068,-2.70028,7.96820,0.25679,True,952.78389
1015,Antrophic,200.06831,-1.05942,-104.46337,-0.88713,229.83227,-120.72216,Q3,0.16787,-1.31092,11.92944,5.38344,True,948.10985
1016,Antrophic,200.92781,0.73987,-102.92015,-0.90404,230.74050,-122.03901,Q3,0.01776,0.73429,14.39515,-0.33512,True,953.17898
1017,Mistral,200.96618,-0.15999,-103.87123,-0.88425,230.75131,-122.24276,Q3,1.36646,-2.04033,5.14457,-2.81612,True,952.89528
1018,Antrophic,199.66061,0.26328,-101.57064,-0.89867,229.47376,-121.48663,Q4,0.84888,-0.03674,12.50444,0.22963,True,947.51774
1019,OpenAI,198.69345,-0.46439,-100.49433,-0.88382,228.48903,-120.37520,Boom!,0.20398,-2.87898,8.66113,-6.29017,True,943.22006
1020,Antrophic,199.67385,-1.34364,-98.39194,-0.88946,229.47237,-119.24938,Q4,0.30976,0.51361,10.03278,1.42070,True,949.17330
1021,Antrophic,201.44884,-1.17781,-101.22676,-0.88232,231.21315,-122.93798,Q2,-0.25692,0.88733,12.53050,8.88748,True,956.63083
1022,Antrophic,199.29814,0.54653,-103.58141,-0.89134,229.09487,-119.70042,Q4,0.33760,0.42405,7.21576,2.92978,True,944.69998
